created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Nov 13 07:45:54 +0000 2023;1,72397E+18;Kerusakan jalan yang ada di Lampung sempat viral dan menjadi sorotan masyarakat. Eitss tapi semenjak itu Ketua DPD Golkar Lampung, Arinal Djunaidi. Langsung sat-set, sat-set dalam memperbaiki jalan yang ada agar masyarakat dapat menggunakannya lagi.  #golkar #lampung #jalanrusak https://t.co/58U3Cuyr6G;0;0;0;0;in;1,51949E+18;1,72397E+18;_Golkar2024;https://twitter.com/_Golkar2024/status/1723970427155063020
Mon Nov 13 05:00:43 +0000 2023;1,72393E+18;#JatengTerkini 13 November 2023  Hampir 3 tahun jalur evakuasi Gunung Merapi di Kabupaten Magelang rusak parah.  #merapi #gunungmerapi #jalurevakuasi #infrastrukturuntuknegeri #jalanrusak #magelang #beritajateng #jawatengahhariini #TVRIJateng https://t.co/koPeYcpL2Y;0;0;0;0;in;1,08541E+18;1,72393E+18;tvrijateng;https://twitter.com/tvrijateng/status/1723928858775245269
Fri Nov 10 14:00:00 +0000 2023;1,72298E+18;Ketidakpuasan masyarakat terkait jalan rusak di Kayong Utara memicu kritik terhadap Pemprov.  #infrastruktur #jalanrusak #kalbar https://t.co/MoYJc7rRkt;0;0;0;0;in;3312427500;1,72298E+18;prokaldotco;https://twitter.com/prokaldotco/status/1722977408872014125
Thu Nov 09 07:51:30 +0000 2023;1,72252E+18;Gimana nih, ngadu ke siapa?? Hampir 5th😭🙏🏻 @ganjarpranowo @Info_JawaTengah @SahabatPblingga @infoPBG #Jalanrusak #jalan #Rusakparah https://t.co/B2Wzl2HvPo;0;0;0;0;in;1,47063E+18;1,72252E+18;SalimahUkhti;https://twitter.com/SalimahUkhti/status/1722522285926732101
Wed Nov 08 10:19:00 +0000 2023;1,7222E+18;Jalan Rusak Hingga berdebu di Glugur Rimbun menyebabkan aktifitas warga setempat terganggu.  #medanterkini #viral #jalanrusak #medan #fyp https://t.co/wOVdU1HkF0;0;0;0;4;in;1,68729E+18;1,7222E+18;medanupdateid;https://twitter.com/medanupdateid/status/1722197016195842413
Tue Nov 07 01:57:06 +0000 2023;1,72171E+18;Warga Sumberkembar Blitar Keluhkan Jalan Rusak. 👇  Jalan sepanjang 3 kilometer di Desa Sumberkembar Kecamatan Binangun Kabupaten Blitar kondisinya rusak parah, berbatu dan masih juga belum beraspal. --… https://t.co/R88HvjV74W #Peristiwa #Blitar #jalanrusak via @beritajatimcom;0;0;0;0;in;21287066;1,72171E+18;beritajatimcom;https://twitter.com/beritajatimcom/status/1721708324113272870
Mon Nov 06 11:50:52 +0000 2023;1,7215E+18;Warga Ratu Aji Harapkan Pembangunan Jalan Poros  Penghubung Antar Kampung  #jalanrusak #jalanporos  #perbaikanjalan #lampungtengah #lampung https://t.co/u14jnc0dU1;0;0;0;0;in;9,61852E+17;1,7215E+18;lampungpost_;https://twitter.com/lampungpost_/status/1721495361951592643
Mon Nov 06 05:37:11 +0000 2023;1,7214E+18;Rusak dan Tak Terurus Akses Jalan di Desa Buyut Mekar Tak Kunjung Diperbaiki https://t.co/L1w1t6iDqG #DesaBuyutMekar #JalanRusak #KabupatenLebak #KeluhanWarga #ProvinsiBanten;0;0;0;0;in;3012738222;1,7214E+18;teropongpost;https://twitter.com/teropongpost/status/1721401321805471885
Fri Nov 03 13:06:07 +0000 2023;1,72043E+18;Jalan penghubung Desa Adat Lepang menuju Desa Adat Sidayu Nyuh Aya, Desa Takmung, Banjarangkan, telah mengalami rusak parah selama bertahun-tahun  #jalanrusak #DesaAdatLepang #klungkung #Banjarangkan https://t.co/Vpu0sYLu9I;0;0;0;0;in;1,2933E+18;1,72043E+18;updatebalii;https://twitter.com/updatebalii/status/1720427134328734155
Mon Oct 30 03:40:21 +0000 2023;1,71884E+18;Trotoar Jalan Trawas Rusak Parah hingga Ambles, Tidak Ada Tindakan Sejak 2009  Untuk berita selengkapnya cek Ig story @kabarterdepan #trawasmojokerto #trawashitz #trawas #mojokerto #jalanrusak #reels #reelsinstagram #reelsvideo #kabarterdepan https://t.co/xerHBSjm9h Mojokerto https://t.co/pP5LFRqAiw;0;1;0;1;in;283305745;1,71884E+18;kabarterdepanID;https://twitter.com/kabarterdepanID/status/1718835205111468533
Sun Oct 29 20:13:32 +0000 2023;1,71872E+18;Nyan ban Jalan Matang Glumpang Dua, Peusangan, Bireuen   #aceh #bireuen #iloveaceh #infobireuen #ilovebireuen #jalanrusak https://t.co/r20lQphAs4;1;0;0;0;in;1,15302E+18;1,71872E+18;infobireuen;https://twitter.com/infobireuen/status/1718722759776518389
Sat Oct 28 07:07:05 +0000 2023;1,71816E+18;Trotoar Jalan Trawas Rusak Parah hingga Ambles, Tidak Ada Tindakan Sejak 2009  Berita selengkapnya cek Ig story @kabarterdepan  #dinasperhubungan #jalanrusak #trawasmojokerto #kabarterdepan https://t.co/sZDKLF214M;0;0;0;0;in;283305745;1,71816E+18;kabarterdepanID;https://twitter.com/kabarterdepanID/status/1718162451907383645
Fri Oct 27 10:10:56 +0000 2023;1,71785E+18;"Saya ingin memastikan bahwa apa yang saya lihat 5 bulan yang lalu semuanya sudah berjalan."" kata @Jokowi.  #JalanRusak #Lampung   https://t.co/Z8OtFwqI8S""";0;0;0;0;in;124390203;1,71785E+18;beritaKBR;https://twitter.com/beritaKBR/status/1717846331019141629
Fri Oct 27 07:59:52 +0000 2023;1,71781E+18;Usai Videonya Viral Di Media Sosial Lantaran Bangunan Belum Selesai Udah Ditinggal, Kini Bangunan Tersebut Langsung Diperbaiki Dengan Tanah Urug #blora #bupatiblora #jalan #jalanrusak #jalanrusakblora https://t.co/79rR6zjtg7;0;0;0;1;in;1,64455E+18;1,71781E+18;BeritaViral23;https://twitter.com/BeritaViral23/status/1717813348988039397
Thu Oct 26 23:32:00 +0000 2023;1,71769E+18;Sdh bertahun tahun terbengkalai dan Sdh banyak korban jatuh saat ditanjakan....Sdh berkali2 usul ke pemdes tp belum terealisasi...sudah komunikasi ke beberapa tim dewan setempat jg blm ada respon....kumaha ieu??.  #banyumas #sokaraja #infrastructure #jalanrusak #aspirasi https://t.co/Tf5YDp7Lfj;0;0;0;0;in;1,11265E+18;1,71769E+18;Poordad9;https://twitter.com/Poordad9/status/1717685541557461078
Tue Oct 24 05:06:27 +0000 2023;1,71668E+18;23.957 Meter Jalan Rusak di Surabaya Rampung Diperbaiki Selama 2023  #JalanRusak #JalanRusakSurabaya  https://t.co/nx4vpJ2f0Y;0;0;0;0;in;1,1771E+18;1,71668E+18;republikajogja;https://twitter.com/republikajogja/status/1716682544312451230
Mon Oct 23 09:56:15 +0000 2023;1,71639E+18;@KemenPU @jokowi @HumasPoldaSumut    @PemprovSUMUT mohon perhatiannya pak 🙏🏻 apa mau tunggu mobil hancur atau korban jiwa kah ?? 🙏🏻  sekian dan terima gajiH ❗️ 🇲🇨 #sumaterautara #jalanrusak;0;0;2;3;in;1,45087E+18;1,71639E+18;IndoDarkSide;https://twitter.com/IndoDarkSide/status/1716393086300066057
Sun Oct 22 10:26:03 +0000 2023;1,71604E+18;Biar Jalan Mulus, Pinjam Dulu Seratus Ngen Bloe Semen!!  Nyan Ban Jalan Kampus Almuslim, Matang Glumpang Dua, Kabupaten Bireuen   #aceh #bireuen #infobireuen #ilovebireuencity #matangglumpangdua #jalanrusak https://t.co/0g7xsSbNPV;0;0;1;0;in;1,15302E+18;1,71604E+18;infobireuen;https://twitter.com/infobireuen/status/1716038198126952663
Sat Oct 21 03:53:03 +0000 2023;1,71558E+18;#jalanrusak #tangerang #pupr  #dkijakarta  Jl. Husein sasatranegara   Kapan akan diperbaikin? Mana alokasi biaya maintenancenya?? @banten_prov  @DKIJakarta  @Kota_Tangerang @KemenPU  @GubernurBANTEN https://t.co/e5sdq3RsYh;0;0;1;0;in;1,42969E+18;1,71299E+18;Hulio58177607;https://twitter.com/Hulio58177607/status/1715576909487280499
Fri Oct 20 05:58:17 +0000 2023;1,71525E+18;Miris ! Beginilah Kondisi Ruas Jalan Penghubung 2 Kecamatan Di Kabupaten Blora, Yakni Kecamatan Tunjungan Dengan Kecamatan Banjarejo, Jum'at (20/10/2023). #blora #jalan #jalanrusak #jalanrusakparah #jalanrusakblora https://t.co/Le9FxfuiMl;0;0;0;1;in;1,64455E+18;1,71525E+18;BeritaViral23;https://twitter.com/BeritaViral23/status/1715246037638816048
Thu Oct 19 08:47:17 +0000 2023;1,71493E+18;#JatengTerkini 19 Oktober 2023  Sejumlah jalur evakuasi Gunung Merapi di Kabupaten Magelang dalam kondisi rusak parah akibat lalu-lintas Pertambangan Galian C.  #jalanrusak #magelang #galianc #pertambangan #merapi #gunungmerapi #kabupatenmagelang #infrastruktur #TVRIJateng https://t.co/7uWgLdmGkm;0;0;0;0;in;1,08541E+18;1,71493E+18;tvrijateng;https://twitter.com/tvrijateng/status/1714926176861663679
Wed Oct 18 07:01:26 +0000 2023;1,71454E+18;Aktifitas Truk Rusak Jalan di Nongsa  #truk #jalanrusak #nongsa #batam https://t.co/ikKBY6DD9F;0;0;0;1;in;60490875;1,71454E+18;BatamPos;https://twitter.com/BatamPos/status/1714537151428542831
Wed Oct 18 06:37:54 +0000 2023;1,71453E+18;Jalan TB Simatupang Pematang Siantar Memprihatinkan, Warga Tutup Lubang dengan Tanah dan Pasir https://t.co/lm4H4TSkVv #parboaboa  #jalanrusak  #tbsimatupang  #daerah  #beritasumut  #pemkotpematangsiantar  #pupr https://t.co/s0kwX6ILA6;0;0;15;15;in;1,40326E+18;1,71453E+18;parboaboa;https://twitter.com/parboaboa/status/1714531231185220085
Sun Oct 15 13:06:54 +0000 2023;1,71354E+18;Mendambakan Jalan Mulus, Ibu-Ibu di Linggamanik Tasikmalaya Bertaruh Nyawa Mengambil Batu dan Pasir #inewstasikmalayaid #tasikmalaya #tasikmalayahariini #beritatasikmalaya #tasìk #jalanrusak #ibuibu #perbaikanjalan #swadaya https://t.co/s9bWx4goy6;0;0;0;0;in;1,43504E+18;1,71354E+18;iNewsTasik;https://twitter.com/iNewsTasik/status/1713541963558109547
Sun Oct 15 00:13:01 +0000 2023;1,71335E+18;Bertaruh Nyawa Membangun Jalan Desa Melintasi Tepi Jurang, Ambil Batu Pasir #inewstasikmalayaid #tasikmalaya #tasikmalayahariini #beritatasikmalaya #tasik #jalanrusak #bangunjalan #jalandesa #bojongkapol #bojonggambir https://t.co/9M41ggYMTc;0;0;0;0;in;1,43504E+18;1,71335E+18;iNewsTasik;https://twitter.com/iNewsTasik/status/1713347208031223935
Sat Oct 14 07:24:25 +0000 2023;1,71309E+18;warga protes karna jalan rusak di Bengkulu Utara, beberapa saat kemudian lewat lah 3 mobil dinas setempat..  Diforward dari akun Instagram/undercover.id  https://t.co/QBT2Gx9a1n  #Automotive #jalanrusak #bengkulu #Indonesia #IndonesianGP #FYP #DangerousRomance #JumatBerkah https://t.co/n6FlYYk989;0;0;0;0;in;1,60798E+18;1,71309E+18;PelatChat;https://twitter.com/PelatChat/status/1713093384175546822
Fri Oct 13 09:23:22 +0000 2023;1,71276E+18;Proyek Pembangunan Jalan Penghubung Oleh Pemkab Blora Dinilai Malah Meresahkan Masyarakat Lantaran Sudah Berbulan-Bulan Tak Kunjung Diselesaikan  #jalan #jalanrusak #pemkabblora #dpupr #puprblora https://t.co/GN2mG85PCu;0;0;0;1;in;1,64455E+18;1,71276E+18;BeritaViral23;https://twitter.com/BeritaViral23/status/1712760933322469495
Fri Oct 13 04:47:24 +0000 2023;1,71269E+18;Rombongan mobil dinas berpelat merah terlihat melintas di jalan rusak yang digenangi air di Jalan Lintas Bengkulu Lebong, mirisnya tidak ada satupun pejabat yang berhenti untuk menemui warga yang saat itu sedang melakukan unjuk rasa.  #radarjabar #jalanrusak #bengkulu #unjukrasa https://t.co/diPPKqFRpI;0;0;0;0;in;1,65188E+18;1,71269E+18;radarjabar_id;https://twitter.com/radarjabar_id/status/1712691483311264073
Thu Oct 12 07:39:14 +0000 2023;1,71237E+18;Proyek Aspal Jalan Desa Menggunakan Dana Desa Yang Baru Selesai Kurang Lebih Satu Minggu Ambyar Saat Diremas Oleh Warga Dengan Tangan Kosong #kendal #jalan #jalanrusak #jalanaspal #jalanaspalrusak #danadesa https://t.co/9vnDZTsiZc;0;0;0;1;in;1,64455E+18;1,71237E+18;BeritaViral23;https://twitter.com/BeritaViral23/status/1712372340259176637
Wed Oct 11 15:01:00 +0000 2023;1,71212E+18;Sebagai bentuk aksi protes, puluhan warga Desa Kuro Tidur Kecamatan Arga Makmur pada Selasa (10/11) sore melakukan aksi memancing ikan di jalan berlubang yang merupakan jalan lintas provinsi.  #GTVNews #BuletiniNews #MancingLele #JalanBerlubang #AksiProtes #Protes #JalanRusak https://t.co/kII5hXoy4Y;0;0;0;0;in;543264218;1,71212E+18;GTVID_News;https://twitter.com/GTVID_News/status/1712121124312785207
Wed Oct 11 15:00:00 +0000 2023;1,71212E+18;Sebagai bentuk aksi protes, puluhan warga Desa Kuro Tidur Kecamatan Arga Makmur pada Selasa (10/11) sore melakukan aksi memancing ikan di jalan berlubang. AAS  Selengkapnya: https://t.co/Xc4OlSi3oY  #MNCTV #News #LintasiNews #JalanRusak #Bengkulu #Protes https://t.co/RjtPLNZ6Uy;1;0;0;1;in;61377303;1,71212E+18;Lintas_MNCTV;https://twitter.com/Lintas_MNCTV/status/1712120872788517023
Sun Oct 08 09:48:34 +0000 2023;1,71096E+18;Bertahun-tahun Keruk Bumi Blitar, Penambang Pasir Hanya Sumbang 24 Juta untuk Perbaikan Jalan. 👇  Sejak 2017 lalu, bumi Rejokaton Desa Sumberagung Kecamatan Gandusari Kabupaten Blitar… #Peristiwa #Blitar #jalanrusak #tambangpasir via @beritajatimcom https://t.co/R0c2FbTxxk;0;0;0;1;in;21287066;1,71096E+18;beritajatimcom;https://twitter.com/beritajatimcom/status/1710955335736000756
Sat Oct 07 06:35:25 +0000 2023;1,71054E+18;Dinas Pekerjaan Umum dan Penataan Ruang (PUPR) Kabupaten Badung mengintensifkan pengerjaan program peningkatan badan Jalan Dewi Sri, Kecamatan Kuta.  #balipost #beritabaliterkini #beritabaliterbaru #balipost_com #puprbadung #jalandewisri #kuta #jalanrusak #jalan https://t.co/lVB48wQDp6;0;0;0;1;in;529186497;1,71054E+18;balipostcom;https://twitter.com/balipostcom/status/1710544337787117686
Sat Oct 07 01:00:40 +0000 2023;1,71046E+18;Tetap hati-hati dan waspada ya, Jasfren! Ingat tips-tips dari Jasmin, supaya kamu selamat sampai tujuan. Kalau Jasfren pernah punya pengalaman unik saat lewat jalan berlubang, ceritakan di kolom komentar dong!   #JasaRaharja #JalanBerlubang #JalanRusak #TipsBerkendara https://t.co/elY6cy6Ifw;0;0;0;0;in;1,44995E+18;1,71046E+18;Kpjrbaubau;https://twitter.com/Kpjrbaubau/status/1710460095140684189
Sat Oct 07 00:59:22 +0000 2023;1,71046E+18;Tetap hati-hati dan waspada ya, Jasfren! Ingat tips-tips dari Jasmin, supaya kamu selamat sampai tujuan. Kalau Jasfren pernah punya pengalaman unik saat lewat jalan berlubang, ceritakan di kolom komentar dong!   #JasaRaharja #JalanBerlubang #JalanRusak #TipsBerkendara https://t.co/tFhmCmjcQq;0;0;0;0;in;1,46588E+18;1,71046E+18;Jr_Sultra;https://twitter.com/Jr_Sultra/status/1710459768039760085
Tue Sep 19 07:46:08 +0000 2023;1,70404E+18;Penutupan akses jalan milik kabupaten Sukabumi itu ditanami dengan pohon pisang dan ranting pohon sebagai bentuk protes warga terhadap kondisi jalan rusak yang belasan tahun belum ada perbaikan  https://t.co/by8zUXUMNT  #jalanrusak #perbaikanjalan #dinaspu #sukabumi;0;0;0;0;in;1,61771E+18;1,70404E+18;KInfo2023;https://twitter.com/KInfo2023/status/1704039155343503826
Tue Sep 19 00:08:26 +0000 2023;1,70392E+18;3 Kecamatan di Pedalaman Kutim Ada Proyek Peningkatan Kualitas Jalan    https://t.co/dJQ3EnxIsD #infrastructure #KutaiTimur #KalimantanTimur #update #Kutim #JalanRusak #IKNPemerataanEkonomi #iknkita #IKNtingkatkanKesejahteraan #IKNSejahterakanIndonesia #IKNNusantara #streetfight;0;0;0;0;in;103551225;1,70392E+18;tribunkaltim;https://twitter.com/tribunkaltim/status/1703923970662379948
Sun Sep 17 02:29:04 +0000 2023;1,70323E+18;Perbaikan jalan kapan ini pak bu? Ngenteni jeglongane roto a? @infomalang @KabMalang  Lokasi: Desa Sumbersuko, Kec. Tajinan, Kab. Malang  #jalanrusak #jalanberlubang #karuanmakadam https://t.co/OPdpzgeif0;0;4;2;3;in;133075326;1,70323E+18;Laililhi;https://twitter.com/Laililhi/status/1703234584819995101
Fri Sep 15 07:38:05 +0000 2023;1,70259E+18;Problema Jalan Rusak - https://t.co/fr9zGg9o8U  #infokoranpadang #jalanrusak;0;0;0;0;in;1,54015E+18;1,70259E+18;koranpadang_;https://twitter.com/koranpadang_/status/1702587574903320838
Fri Sep 15 02:31:52 +0000 2023;1,70251E+18;“Warga tak punya pilihan lain untuk menyelamatkan pak RT yang sakit dengan cara ditandu, karena akses jalan sangat sulit dilalui kendaraan”  https://t.co/dZP92V44ep  #jalanrusak #wargasakit;0;0;0;0;in;1,61771E+18;1,70251E+18;KInfo2023;https://twitter.com/KInfo2023/status/1702510514818150851
Thu Sep 14 05:12:23 +0000 2023;1,70219E+18;Made menjelaskan peristiwa jebolnya jalan terjadi pada pagi Rabu, sehingga warga harus mencari jalur alternatif.  Selengkapnya ditautan berikut: https://t.co/f1sHTa0kpG  #sinkhole #gianyar #gianyarbali #bali #kecamatantegallalang #perbaikaninfrastruktur #jalanrusak #eramadanicom https://t.co/c9pbNm4Mm5;0;0;0;1;in;9,80056E+17;1,70219E+18;eramadanicom;https://twitter.com/eramadanicom/status/1702188522915152294
Fri Sep 08 08:51:28 +0000 2023;1,70007E+18;diakibatkan oleh faktor jalan rusak, sehingga diharapkan ada arahan untuk segera memperbaiki jalan yang rusak dan berlubang agar memberi rasa aman bagi masyarakat.  #dprdjatim #dprd #jatim #infrastruktur #jalanrusak #infrastrukturjatim #lakalantasjatim #lakalantas;0;0;0;0;in;1,48329E+18;1,70007E+18;dprdprovjatim;https://twitter.com/dprdprovjatim/status/1700069328031477865
Thu Sep 07 12:12:07 +0000 2023;1,69976E+18;HIDUP YA GINI KALO GAK MAKAN JANJI MANIS CALEG YA JEDAG-JEDUG WKWKW  #jalanrusak  #dairi  #kecamatantahanpinem  #Jokowi  #edyrahmayadi https://t.co/ymHBiEMJEb;0;0;0;1;in;1,66756E+18;1,69976E+18;VebyKaban53112;https://twitter.com/VebyKaban53112/status/1699757436792602977
Wed Sep 06 12:33:10 +0000 2023;1,6994E+18;Jelang musim kampanye, jalan kampung mulai dibangun, biar caleg-caleg nyaman turba... #jalanrusak #jalankampung #danaapbn, https://t.co/vmzWvDwhSa;0;0;0;1;in;1,42391E+18;1,6994E+18;IDbelasting;https://twitter.com/IDbelasting/status/1699400348069507137
Wed Sep 06 12:23:19 +0000 2023;1,6994E+18;Jalan di Sragen Selalu Rusak sejak Jokowi Kecil, Ganjar: Saya yang Salah!  &lt  #GanjarPranowo #Jokowi #JalanRusak https://t.co/telHwCdsqb;2;10;5;12;in;23343960;1,6994E+18;kompascom;https://twitter.com/kompascom/status/1699397867675521259
Tue Sep 05 13:09:03 +0000 2023;1,69905E+18;https://t.co/nTobMfLYy5 - Viral video warga curhat soal kondisi Jalan Kabupaten Labuhanbatu Utara, Sumatera Utara kian memprihantinkan.  #tribunsulbar #jalanrusak #labuhanbatuutara #viral #jokowi https://t.co/jr8HWXXL2z;0;0;0;0;in;1,67641E+18;1,69905E+18;tribunsulbarcom;https://twitter.com/tribunsulbarcom/status/1699046987298201640
Mon Sep 04 10:43:07 +0000 2023;1,69865E+18;Jalan Labura Rusak Parah, Warga Curhat Ingin Dikunjungi Jokowi Lagi: Mana Janjinya Nyatanya Begini. Selengkapnya&gt &gt  https://t.co/5n6GBd92PM   #jalanlabura #jokowi #jalanrusak #tribunvideo #matalokalmenjangkauindonesia https://t.co/LuMjZDqlNA;0;0;0;0;in;1,68385E+18;1,69865E+18;video_tribun;https://twitter.com/video_tribun/status/1698647876208066872
Thu Aug 31 11:59:05 +0000 2023;1,69722E+18;"Kalau rusak, kalau enggak mampu betul, angkat tangan betul, ngomong. Saya cek di lapangan nanti,"" kata Jokowi.  &lt  #Nasional #JalanRusak   https://t.co/myDuKhTcMf""";0;1;0;1;in;23343960;1,69722E+18;kompascom;https://twitter.com/kompascom/status/1697217441032777871
Tue Aug 29 08:33:33 +0000 2023;1,69644E+18;Sangat di luar nalar 🤭 #Jokowi #dairi #jalanrusak #tranding #bupati #longsor #viralindo https://t.co/gFAI9V7LLH;0;0;0;1;in;1,66756E+18;1,69644E+18;VebyKaban53112;https://twitter.com/VebyKaban53112/status/1696440943162138916
Mon Aug 28 02:51:12 +0000 2023;1,69599E+18;Tanam Pisang di Jalan Rusak. - #RiauPos  #TanamPisangDiJalanRusak #jalanPausKecamatanMarpoyanDamai #pohonPisangSetinggiSatuMeter #jalanRusak https://t.co/ix3Z3n97R7;0;0;0;0;in;70591558;1,69599E+18;riaupos;https://twitter.com/riaupos/status/1695992398709698866
Sun Aug 27 01:15:37 +0000 2023;1,69561E+18;Jalan rusak jadi kubangan di Pasar Pagi Rawang Panjang Tunggul Hitam Padang. Siapa peduli?  #lalinsumbar #jalanrusak #beritaminangtv #beritaminangcom  https://t.co/iYfnMFj1Dr;0;0;0;0;in;319499439;1,69561E+18;beritaminangcom;https://twitter.com/beritaminangcom/status/1695605954564456878
Fri Aug 25 05:06:28 +0000 2023;1,69494E+18;Knp jalanan di tangerang byk yg rusak, ni kota berkembang loh..jl.cadas, jl.pasar kemis dan sekitarnya tidak ada perbaikan..yg naik motor sangat berbahaya, coba gubernur n walikota naik motor lewat itu jalan..seperti naik roller coaster.. @detikcom @AboutTNG @jalanrusak_;0;0;0;0;in;226039584;1,69494E+18;fatikan_ping;https://twitter.com/fatikan_ping/status/1694939276151304474
